,date,CallTypeId,lat,lon,address,geometry,index_right,zip,po_name
188,2020-05-03 17:09:00,911 Calls,36.066796000000004,-86.733241,612 DURRETT DR,POINT (-86.73324100000001 36.066796),49,37211,NASHVILLE
212,2020-05-03 17:15:00,911 Calls,36.048878,-86.72221400000001,5646 AMALIE DRIVE (COUNTRYWOOD APARTMENTS) - N SECT,POINT (-86.72221400000001 36.048878),49,37211,NASHVILLE
213,2020-05-03 17:15:00,911 Calls,36.064639,-86.727362,5646 AMALIE DR - N,POINT (-86.727362 36.064639),49,37211,NASHVILLE
248,2020-05-03 17:22:00,911 Calls,36.106632,-86.728799,1046 DRUMMOND DR - SW,POINT (-86.728799 36.106632),49,37211,NASHVILLE
273,2020-05-03 17:30:00,911 Calls,36.015737,-86.700711,WIRELESS CALLER,POINT (-86.700711 36.015737),49,37211,NASHVILLE
278,2020-05-03 17:32:00,911 Calls,36.071022,-86.733414,410 WELSHWOOD DR. - SW SECTOR,POINT (-86.733414 36.071022),49,37211,NASHVILLE
284,2020-05-03 17:33:00,911 Calls,36.048943,-86.722791,5646 AMALIE DR - N,POINT (-86.722791 36.048943),49,37211,NASHVILLE
292,2020-05-03 17:37:00,911 Calls,36.102362,-86.736867,WIRELESS CALLER,POINT (-86.736867 36.102362),49,37211,NASHVILLE
311,2020-05-03 17:40:00,911 Calls,36.104861,-86.725044,1046 DRUMMOND DR - SW,POINT (-86.725044 36.104861),49,37211,NASHVILLE
316,2020-05-03 17:41:00,911 Calls,36.104862,-86.725044,1046 DRUMMOND DR - SW,POINT (-86.725044 36.104862),49,37211,NASHVILLE
323,2020-05-03 17:42:00,911 Calls,36.104946999999996,-86.725044,1046 DRUMMOND DR - SW,POINT (-86.725044 36.104947),49,37211,NASHVILLE
342,2020-05-03 17:45:00,911 Calls,36.072589,-86.73234000000001,WIRELESS CALLER,POINT (-86.73234000000001 36.072589),49,37211,NASHVILLE
346,2020-05-03 17:46:00,911 Calls,36.076376,-86.735365,410 WELSHWOOD DR. - SW SECTOR,POINT (-86.735365 36.076376),49,37211,NASHVILLE
363,2020-05-03 17:49:00,911 Calls,36.078018,-86.743262,5646 AMALIE DR - N,POINT (-86.743262 36.078018),49,37211,NASHVILLE
381,2020-05-03 17:52:00,911 Calls,36.048943,-86.722791,5646 AMALIE DR - N,POINT (-86.722791 36.048943),49,37211,NASHVILLE
396,2020-05-03 17:54:00,911 Calls,36.048943,-86.722791,5646 AMALIE DR - SW,POINT (-86.722791 36.048943),49,37211,NASHVILLE
398,2020-05-03 17:55:00,911 Calls,36.10305,-86.739441,3110 NOLENSVILLE RD - SW SECTOR,POINT (-86.739441 36.10305),49,37211,NASHVILLE
410,2020-05-03 17:57:00,911 Calls,36.127596000000004,-86.760986,WIRELESS CALLER,POINT (-86.760986 36.127596),49,37211,NASHVILLE
422,2020-05-03 17:59:00,911 Calls,36.090603,-86.719894,304 WALLACE RD - N,POINT (-86.719894 36.090603),49,37211,NASHVILLE
433,2020-05-03 18:01:00,911 Calls,36.061066,-86.709294,361 GILLETTE RD.,POINT (-86.709294 36.061066),49,37211,NASHVILLE
434,2020-05-03 18:02:00,911 Calls,36.081119,-86.70908,WIRELESS CALLER,POINT (-86.70908 36.081119),49,37211,NASHVILLE
435,2020-05-03 18:02:00,911 Calls,36.077471,-86.694639,3930 APACHE TRL - N,POINT (-86.694639 36.077471),49,37211,NASHVILLE
438,2020-05-03 18:02:00,911 Calls,36.049038,-86.722488,5646 AMALIE DR - E Sector,POINT (-86.722488 36.049038),49,37211,NASHVILLE
439,2020-05-03 18:02:00,911 Calls,36.086333,-86.724851,WIRELESS CALLER,POINT (-86.724851 36.086333),49,37211,NASHVILLE
441,2020-05-03 18:04:00,911 Calls,36.077469,-86.694641,3930 APACHE TRL - N,POINT (-86.694641 36.077469),49,37211,NASHVILLE
450,2020-05-03 18:04:00,911 Calls,36.045284,-86.71770500000001,5646 AMALIE DRIVE (COUNTRYWOOD APARTMENTS) - SE SEC,POINT (-86.71770500000001 36.045284),49,37211,NASHVILLE
454,2020-05-03 18:05:00,911 Calls,36.048943,-86.722771,5646 AMALIE DR - N,POINT (-86.72277099999999 36.048943),49,37211,NASHVILLE
456,2020-05-03 18:05:00,911 Calls,36.112318,-86.738412,2843 F LOGAN ST - SE,POINT (-86.738412 36.112318),49,37211,NASHVILLE
457,2020-05-03 18:05:00,911 Calls,36.106449,-86.71788000000001,1046 DRUMMOND DR - SW,POINT (-86.71788000000001 36.106449),49,37211,NASHVILLE
465,2020-05-03 18:08:00,911 Calls,36.103874,-86.73495799999999,WIRELESS CALLER,POINT (-86.73495799999999 36.103874),49,37211,NASHVILLE
466,2020-05-03 18:08:00,911 Calls,36.04978,-86.711612,5646 AMALIE DRIVE (COUNTRYWOOD APARTMENTS) - SE SEC,POINT (-86.711612 36.04978),49,37211,NASHVILLE
480,2020-05-03 18:10:00,911 Calls,36.052194,-86.700346,WIRELESS CALLER,POINT (-86.700346 36.052194),49,37211,NASHVILLE
497,2020-05-03 18:15:00,911 Calls,36.058878,-86.73517199999999,5646 AMALIE DR - N,POINT (-86.73517199999999 36.058878),49,37211,NASHVILLE
506,2020-05-03 18:17:00,911 Calls,36.057354,-86.740623,5244 EDMONSON PIKE - NE,POINT (-86.740623 36.057354),49,37211,NASHVILLE
529,2020-05-03 18:22:00,911 Calls,36.044791,-86.73585899999999,5646 AMALIE DR - SW,POINT (-86.73585899999999 36.044791),49,37211,NASHVILLE
544,2020-05-03 18:25:00,911 Calls,36.119721000000006,-86.75442,WIRELESS CALLER,POINT (-86.75442 36.11972100000001),49,37211,NASHVILLE
555,2020-05-03 18:26:00,911 Calls,36.088276,-86.694405,1251C ANTIOCH PIKE - SE,POINT (-86.694405 36.088276),49,37211,NASHVILLE
560,2020-05-03 18:27:00,911 Calls,36.015071999999996,-86.707581,6329A NOLENSVILLE RD - SE,POINT (-86.707581 36.015072),49,37211,NASHVILLE
575,2020-05-03 18:29:00,911 Calls,36.065111,-86.73219,WIRELESS CALLER,POINT (-86.73219 36.065111),49,37211,NASHVILLE
580,2020-05-03 18:30:00,911 Calls,36.099787,-86.716225,WIRELESS CALLER,POINT (-86.71622499999999 36.099787),49,37211,NASHVILLE
589,2020-05-03 18:31:00,911 Calls,36.062515000000005,-86.71279200000001,5646 AMALIE DR - N,POINT (-86.71279200000001 36.062515),49,37211,NASHVILLE
615,2020-05-03 18:37:00,911 Calls,36.019524,-86.724379,WIRELESS 911 CALLER,POINT (-86.724379 36.019524),49,37211,NASHVILLE
622,2020-05-03 18:37:00,911 Calls,36.097738,-86.725967,3710 KEYSTONE AVE - SE,POINT (-86.725967 36.097738),49,37211,NASHVILLE
644,2020-05-03 18:41:00,911 Calls,36.073544,-86.736975,410 WELSHWOOD DR - SW SECTOR,POINT (-86.736975 36.073544),49,37211,NASHVILLE
646,2020-05-03 18:42:00,911 Calls,36.027303,-86.726117,6771 HOLT RD - NE,POINT (-86.726117 36.027303),49,37211,NASHVILLE
653,2020-05-03 18:43:00,911 Calls,36.089401,-86.702986,3289 Franklin Limestone RD - N Sector,POINT (-86.702986 36.089401),49,37211,NASHVILLE
668,2020-05-03 18:45:00,911 Calls,36.102866,-86.73002199999999,WIRELESS CALLER,POINT (-86.73002199999999 36.102866),49,37211,NASHVILLE
675,2020-05-03 18:46:00,911 Calls,36.042012,-86.704059,WIRELESS CALLER,POINT (-86.704059 36.042012),49,37211,NASHVILLE
687,2020-05-03 18:48:00,911 Calls,36.034834000000004,-86.716762,5646 AMALIE DR (COUNTRYWOOD APARTMENTS) - SE SECTOR,POINT (-86.716762 36.034834),49,37211,NASHVILLE
700,2020-05-03 18:50:00,911 Calls,36.121373,-86.755707,109 PARK SOUTH COURT - SECTOR SW,POINT (-86.755707 36.121373),49,37211,NASHVILLE
711,2020-05-03 18:52:00,911 Calls,36.046969,-86.70695500000001,5646 AMALIE DR - SE,POINT (-86.70695500000001 36.046969),49,37211,NASHVILLE
714,2020-05-03 18:52:00,911 Calls,36.076194,-86.692557,312 HARDING PLACE - SE SECTOR,POINT (-86.69255699999999 36.076194),49,37211,NASHVILLE
723,2020-05-03 18:54:00,911 Calls,36.049704999999996,-86.706913,WIRELESS CALLER,POINT (-86.706913 36.049705),49,37211,NASHVILLE
726,2020-05-03 18:54:00,911 Calls,36.074209,-86.72536600000001,4305 NOLENSVILLE PIKE - SW,POINT (-86.72536600000001 36.074209),49,37211,NASHVILLE
746,2020-05-03 18:57:00,911 Calls,36.103165999999995,-86.73163199999999,WIRELESS CALLER,POINT (-86.73163199999999 36.10316599999999),49,37211,NASHVILLE
756,2020-05-03 18:58:00,911 Calls,36.134174,-86.758179,508 INTERSTATE BLVD S - N,POINT (-86.758179 36.134174),49,37211,NASHVILLE
773,2020-05-03 18:59:00,911 Calls,36.071731,-86.730666,4305 NOLENSVILLE PIKE - SW,POINT (-86.730666 36.071731),49,37211,NASHVILLE
780,2020-05-03 19:01:00,911 Calls,36.105354999999996,-86.745965,1823-C 12TH AV - SECTOR SE S,POINT (-86.745965 36.105355),49,37211,NASHVILLE
781,2020-05-03 19:01:00,911 Calls,36.081131,-86.71431700000001,304 C WALLACE RD - SW Sector,POINT (-86.71431700000001 36.081131),49,37211,NASHVILLE
796,2020-05-03 19:04:00,911 Calls,36.081131,-86.71431700000001,304 C WALLACE RD - SW Sector,POINT (-86.71431700000001 36.081131),49,37211,NASHVILLE
798,2020-05-03 19:05:00,911 Calls,36.07437,-86.736524,WIRELESS CALLER,POINT (-86.736524 36.07437),49,37211,NASHVILLE
811,2020-05-03 19:07:00,911 Calls,36.044877,-86.70305,263 A BENZING RD - W SECTOR,POINT (-86.70305 36.044877),49,37211,NASHVILLE
818,2020-05-03 19:09:00,911 Calls,36.088843,-86.725667,4828 Aster DR SW Sector,POINT (-86.725667 36.088843),49,37211,NASHVILLE
830,2020-05-03 19:11:00,911 Calls,36.101234000000005,-86.731178,1044 DRUMMOND DR - NW SECTOR,POINT (-86.731178 36.10123400000001),49,37211,NASHVILLE
849,2020-05-03 19:15:00,911 Calls,36.066839,-86.734657,701D HOGAN RD - SE,POINT (-86.734657 36.066839),49,37211,NASHVILLE
853,2020-05-03 19:16:00,911 Calls,36.06568,-86.724315,WIRELESS CALLER,POINT (-86.724315 36.06568),49,37211,NASHVILLE
855,2020-05-03 19:16:00,911 Calls,36.096117,-86.73474300000001,3625 FLORAL DR,POINT (-86.73474300000001 36.096117),49,37211,NASHVILLE
861,2020-05-03 19:17:00,911 Calls,36.022518,-86.742532,WIRELESS 911 CALLER,POINT (-86.742532 36.022518),49,37211,NASHVILLE
871,2020-05-03 19:19:00,911 Calls,36.073887,-86.731181,4813 TROUSDALE DR - SE,POINT (-86.73118100000001 36.073887),49,37211,NASHVILLE
881,2020-05-03 19:20:00,911 Calls,36.106491,-86.71788000000001,1046 DRUMMOND DR - N Sector,POINT (-86.71788000000001 36.106491),49,37211,NASHVILLE
882,2020-05-03 19:20:00,911 Calls,36.072106,-86.73146,WIRELESS CALLER,POINT (-86.73146 36.072106),49,37211,NASHVILLE
883,2020-05-03 19:20:00,911 Calls,36.124140999999995,-86.76100699999999,WIRELESS CALLER,POINT (-86.76100699999999 36.12414099999999),49,37211,NASHVILLE
893,2020-05-03 19:22:00,911 Calls,36.073631,-86.731735,308-B WALLACE DR - SECTOR SW,POINT (-86.731735 36.073631),49,37211,NASHVILLE
895,2020-05-03 19:22:00,911 Calls,36.126856,-86.753004,WIRELESS CALLER,POINT (-86.753004 36.126856),49,37211,NASHVILLE
904,2020-05-03 19:24:00,911 Calls,36.07363,-86.731739,308-B WALLACE DR - SECTOR SW,POINT (-86.731739 36.07363),49,37211,NASHVILLE
918,2020-05-03 19:27:00,911 Calls,36.053267,-86.710775,WIRELESS CALLER,POINT (-86.710775 36.053267),49,37211,NASHVILLE
940,2020-05-03 19:33:00,911 Calls,36.050338,-86.717877,5646 AMALIE DR - SE,POINT (-86.717877 36.050338),49,37211,NASHVILLE
941,2020-05-03 19:33:00,911 Calls,36.096257,-86.739228,1044 DRUMMOND DR - SECTOR SW,POINT (-86.739228 36.096257),49,37211,NASHVILLE
946,2020-05-03 19:34:00,911 Calls,36.065723,-86.724014,WIRELESS CALLER,POINT (-86.724014 36.065723),49,37211,NASHVILLE
956,2020-05-03 19:36:00,911 Calls,36.098896,-86.749397,4247 SIDCO DR - NE Sector,POINT (-86.749397 36.098896),49,37211,NASHVILLE
957,2020-05-03 19:36:00,911 Calls,36.073834000000005,-86.749012,WIRELESS CALLER,POINT (-86.74901199999999 36.07383400000001),49,37211,NASHVILLE
961,2020-05-03 19:37:00,911 Calls,36.017379,-86.739979,6329A NOLENSVILLE RD - SW,POINT (-86.73997900000001 36.017379),49,37211,NASHVILLE
971,2020-05-03 19:40:00,911 Calls,36.101171,-86.731782,184 ANTIOCH PIKE,POINT (-86.731782 36.101171),49,37211,NASHVILLE
976,2020-05-03 19:43:00,911 Calls,36.075389,-86.690626,3289 Franklin Limestone RD - SW Sector,POINT (-86.69062599999999 36.075389),49,37211,NASHVILLE
978,2020-05-03 19:43:00,911 Calls,36.097716,-86.734507,3710 Keystone Ave - SE Sector,POINT (-86.73450699999999 36.097716),49,37211,NASHVILLE
985,2020-05-03 19:45:00,911 Calls,36.049694,-86.71159,WIRELESS CALLER,POINT (-86.71159 36.049694),49,37211,NASHVILLE
986,2020-05-03 19:45:00,911 Calls,36.041948,-86.734142,5712A EDMONDSON PIKE - N,POINT (-86.73414200000001 36.041948),49,37211,NASHVILLE
996,2020-05-03 19:47:00,911 Calls,36.08749,-86.69388599999999,312 HARDING PLACE - N SECTOR,POINT (-86.69388599999999 36.08749),49,37211,NASHVILLE
1005,2020-05-03 19:49:00,911 Calls,36.091685999999996,-86.74454899999999,WIRELESS CALLER,POINT (-86.74454899999999 36.091686),49,37211,NASHVILLE
1008,2020-05-03 19:51:00,911 Calls,36.069843,-86.70541,1267 ANTIOCH PIKE - SW,POINT (-86.70541 36.069843),49,37211,NASHVILLE
1012,2020-05-03 19:52:00,911 Calls,36.078951,-86.689553,5646 AMALIE DR - N,POINT (-86.689553 36.078951),49,37211,NASHVILLE
1020,2020-05-03 19:53:00,911 Calls,36.048943,-86.722771,5646 AMALIE DR - N,POINT (-86.72277099999999 36.048943),49,37211,NASHVILLE
1021,2020-05-03 19:54:00,911 Calls,36.082190999999995,-86.725302,308-B WALLACE DR - SECTOR SW,POINT (-86.725302 36.08219099999999),49,37211,NASHVILLE
1024,2020-05-03 19:54:00,911 Calls,36.041647,-86.717877,WIRELESS CALLER,POINT (-86.717877 36.041647),49,37211,NASHVILLE
1028,2020-05-03 19:55:00,911 Calls,36.06126,-86.709487,361 GILLETTE RD.,POINT (-86.709487 36.06126),49,37211,NASHVILLE
1033,2020-05-03 19:56:00,911 Calls,36.028998,-86.71435799999999,5646 AMALIE DR - SE,POINT (-86.71435799999999 36.028998),49,37211,NASHVILLE
1037,2020-05-03 19:58:00,911 Calls,36.11014,-86.725001,1044 DRUMMOND DR - NW SECTOR,POINT (-86.72500100000001 36.11014),49,37211,NASHVILLE
1041,2020-05-03 19:59:00,911 Calls,36.056934000000005,-86.736267,5244-C EDMONSON PIKE - SECTOR SE,POINT (-86.736267 36.05693400000001),49,37211,NASHVILLE
1053,2020-05-03 20:04:00,911 Calls,36.106449,-86.71788000000001,1046 DRUMMOND DR - SW,POINT (-86.71788000000001 36.106449),49,37211,NASHVILLE
1073,2020-05-03 20:10:00,911 Calls,36.027174,-86.73867,WIRELESS CALLER,POINT (-86.73867 36.027174),49,37211,NASHVILLE
1084,2020-05-03 20:13:00,911 Calls,36.066388,-86.697063,WIRELESS CALLER,POINT (-86.697063 36.066388),49,37211,NASHVILLE
1089,2020-05-03 20:13:00,911 Calls,36.090334999999996,-86.728606,304 WALLACE RD - N,POINT (-86.728606 36.090335),49,37211,NASHVILLE
1096,2020-05-03 20:15:00,911 Calls,36.074188,-86.72532700000001,4305 NOLENSVILLE PIKE - SE,POINT (-86.72532700000001 36.074188),49,37211,NASHVILLE
1100,2020-05-03 20:15:00,911 Calls,36.070293,-86.707685,4231 MOSS RD - SECTOR SW,POINT (-86.707685 36.070293),49,37211,NASHVILLE
1111,2020-05-03 20:18:00,911 Calls,36.030564,-86.727426,5244 EDMONSON PIKE - S,POINT (-86.72742599999999 36.030564),49,37211,NASHVILLE
1113,2020-05-03 20:18:00,911 Calls,36.067547,-86.751952,4813 TROUSDALE DR - SE,POINT (-86.751952 36.067547),49,37211,NASHVILLE
1122,2020-05-03 20:22:00,911 Calls,36.076527,-86.72832700000001,4305 NOLENSVILLE PIKE - N,POINT (-86.72832700000001 36.076527),49,37211,NASHVILLE
1124,2020-05-03 20:22:00,911 Calls,36.038235,-86.71895,5646 AMALIE DR (COUNTRYWOOD APARTMENTS) - SE SECTOR,POINT (-86.71895000000001 36.038235),49,37211,NASHVILLE
1128,2020-05-03 20:24:00,911 Calls,36.075808,-86.728714,WIRELESS CALLER,POINT (-86.728714 36.075808),49,37211,NASHVILLE
1129,2020-05-03 20:24:00,911 Calls,36.071677,-86.733305,308-B WALLACE DR - SECTOR SW,POINT (-86.733305 36.071677),49,37211,NASHVILLE
1141,2020-05-03 20:28:00,911 Calls,36.081131,-86.71431700000001,304 C WALLACE RD - N Sector,POINT (-86.71431700000001 36.081131),49,37211,NASHVILLE
1146,2020-05-03 20:29:00,911 Calls,36.083093,-86.71276999999999,304 WALLACE RD - N,POINT (-86.71276999999999 36.083093),49,37211,NASHVILLE
1158,2020-05-03 20:30:00,911 Calls,36.102641999999996,-86.747704,2638 FRANKLIN PKE - SECTOR SE,POINT (-86.747704 36.102642),49,37211,NASHVILLE
1161,2020-05-03 20:31:00,911 Calls,36.102631,-86.747856,2638 FRANKLIN PKE - SECTOR SE,POINT (-86.747856 36.102631),49,37211,NASHVILLE
1165,2020-05-03 20:33:00,911 Calls,36.087567,-86.701999,1267 ANTIOCH PKE - SECTOR NW,POINT (-86.701999 36.087567),49,37211,NASHVILLE
1167,2020-05-03 20:34:00,911 Calls,36.077181,-86.725903,5646 AMALIE DRIVE (COUNTRYWOOD APARTMENTS) - N SECT,POINT (-86.725903 36.077181),49,37211,NASHVILLE
1168,2020-05-03 20:35:00,911 Calls,36.07717,-86.72601,308-B WALLACE DR - SECTOR SW,POINT (-86.72601 36.07717),49,37211,NASHVILLE
1178,2020-05-03 20:38:00,911 Calls,36.087643,-86.70193499999999,3289 Franklin Limestone RD - N Sector,POINT (-86.70193499999999 36.087643),49,37211,NASHVILLE
1182,2020-05-03 20:39:00,911 Calls,36.079906,-86.694381,3930 APACHE TRL - N,POINT (-86.69438100000001 36.079906),49,37211,NASHVILLE
1184,2020-05-03 20:39:00,911 Calls,36.053782,-86.73955,5244-C EDMONSON PIKE - SECTOR SE,POINT (-86.73954999999999 36.053782),49,37211,NASHVILLE
1186,2020-05-03 20:42:00,911 Calls,36.044329,-86.694102,5646 AMALIE DR - SE,POINT (-86.694102 36.044329),49,37211,NASHVILLE
1195,2020-05-03 20:45:00,911 Calls,36.059039,-86.71656800000001,5646 AMALIE DR - N,POINT (-86.71656800000001 36.059039),49,37211,NASHVILLE
1205,2020-05-03 20:48:00,911 Calls,36.015095,-86.707596,6329 Nolensville Pike - NW Sector,POINT (-86.707596 36.015095),49,37211,NASHVILLE
1206,2020-05-03 20:49:00,911 Calls,36.111224,-86.753433,WIRELESS CALLER,POINT (-86.753433 36.111224),49,37211,NASHVILLE
1213,2020-05-03 20:52:00,911 Calls,36.048943,-86.722791,5646 AMALIE DR - SE,POINT (-86.722791 36.048943),49,37211,NASHVILLE
1237,2020-05-03 21:05:00,911 Calls,36.052096999999996,-86.71837099999999,WIRELESS CALLER,POINT (-86.71837099999999 36.052097),49,37211,NASHVILLE
1248,2020-05-03 21:07:00,911 Calls,36.080046,-86.694102,3930 APACHE TRL - N,POINT (-86.694102 36.080046),49,37211,NASHVILLE
1268,2020-05-03 21:16:00,911 Calls,36.08085,-86.75562099999999,4240 KENILWOOD DR - SECTOR SE,POINT (-86.75562099999999 36.08085),49,37211,NASHVILLE
1276,2020-05-03 21:20:00,911 Calls,36.048943,-86.722771,5646 AMALIE DR - SE,POINT (-86.72277099999999 36.048943),49,37211,NASHVILLE
1281,2020-05-03 21:21:00,911 Calls,36.084359,-86.727877,4000 NOLENSVILLE PKE,POINT (-86.72787700000001 36.084359),49,37211,NASHVILLE
1289,2020-05-03 21:25:00,911 Calls,36.084359,-86.727877,4000 NOLENSVILLE PKE,POINT (-86.72787700000001 36.084359),49,37211,NASHVILLE
1291,2020-05-03 21:25:00,911 Calls,36.030747,-86.72734,6329A NOLENSVILLE RD - N,POINT (-86.72734 36.030747),49,37211,NASHVILLE
1295,2020-05-03 21:28:00,911 Calls,36.084003,-86.752853,4813 TROUSDALE DR - N,POINT (-86.752853 36.084003),49,37211,NASHVILLE
1300,2020-05-03 21:30:00,911 Calls,36.052376,-86.718435,WIRELESS CALLER,POINT (-86.718435 36.052376),49,37211,NASHVILLE
1319,2020-05-03 21:38:00,911 Calls,36.058052,-86.718264,308-B WALLACE DR - SECTOR SW,POINT (-86.718264 36.058052),49,37211,NASHVILLE
1326,2020-05-03 21:45:00,911 Calls,36.051582,-86.728349,5244-C EDMONSON PIKE - SECTOR SE,POINT (-86.72834899999999 36.051582),49,37211,NASHVILLE
1343,2020-05-03 21:54:00,911 Calls,36.053599,-86.735129,WIRELESS CALLER,POINT (-86.735129 36.053599),49,37211,NASHVILLE
1345,2020-05-03 21:55:00,911 Calls,36.064231,-86.71873599999999,WIRELESS CALLER,POINT (-86.71873599999999 36.064231),49,37211,NASHVILLE
1346,2020-05-03 21:55:00,911 Calls,36.066784999999996,-86.72126800000001,WIRELESS CALLER,POINT (-86.72126800000001 36.066785),49,37211,NASHVILLE
1353,2020-05-03 22:00:00,911 Calls,36.027335,-86.71468,6329A NOLENSVILLE RD - N,POINT (-86.71468 36.027335),49,37211,NASHVILLE
1355,2020-05-03 22:01:00,911 Calls,36.112629,-86.74202,2843 F LOGAN ST - SE,POINT (-86.74202 36.112629),49,37211,NASHVILLE
1357,2020-05-03 22:02:00,911 Calls,36.048943,-86.722771,5646 AMALIE DR - SE,POINT (-86.72277099999999 36.048943),49,37211,NASHVILLE
1368,2020-05-03 22:06:00,911 Calls,36.038107000000004,-86.718864,5646 AMALIE DRIVE (COUNTRYWOOD APARTMENTS) - SE SEC,POINT (-86.718864 36.038107),49,37211,NASHVILLE
1377,2020-05-03 22:11:00,911 Calls,36.053706,-86.735301,WIRELESS CALLER,POINT (-86.73530100000001 36.053706),49,37211,NASHVILLE
1384,2020-05-03 22:17:00,911 Calls,36.063159000000006,-86.689103,WIRELESS CALLER,POINT (-86.689103 36.06315900000001),49,37211,NASHVILLE
1386,2020-05-03 22:17:00,911 Calls,36.057342999999996,-86.740578,5244 D EDMONSON PKE - SE Sector,POINT (-86.740578 36.057343),49,37211,NASHVILLE
1391,2020-05-03 22:17:00,911 Calls,36.070025,-86.75553599999999,4815B TROUSDALE DRIVE - E SECTOR,POINT (-86.75553599999999 36.070025),49,37211,NASHVILLE
1410,2020-05-03 22:24:00,911 Calls,36.07658,-86.72648199999999,308-B WALLACE DR - SECTOR SW,POINT (-86.72648199999999 36.07658),49,37211,NASHVILLE
1427,2020-05-03 22:29:00,911 Calls,36.048878,-86.72221400000001,5646 AMALIE DRIVE (COUNTRYWOOD APARTMENTS) - N SECT,POINT (-86.72221400000001 36.048878),49,37211,NASHVILLE
1437,2020-05-03 22:33:00,911 Calls,36.053138,-86.734464,WIRELESS CALLER,POINT (-86.734464 36.053138),49,37211,NASHVILLE
1438,2020-05-03 22:33:00,911 Calls,36.079327,-86.727512,5646 AMALIE DRIVE (COUNTRYWOOD APARTMENTS) - N SECT,POINT (-86.727512 36.079327),49,37211,NASHVILLE
1441,2020-05-03 22:34:00,911 Calls,36.053020000000004,-86.73989300000001,WIRELESS CALLER,POINT (-86.73989300000001 36.05302),49,37211,NASHVILLE
1444,2020-05-03 22:35:00,911 Calls,36.054082,-86.74100899999999,WIRELESS CALLER,POINT (-86.74100899999999 36.054082),49,37211,NASHVILLE
1445,2020-05-03 22:36:00,911 Calls,36.052902,-86.742468,5646 AMALIE DRIVE (COUNTRYWOOD APARTMENTS) - W SECT,POINT (-86.742468 36.052902),49,37211,NASHVILLE
1446,2020-05-03 22:36:00,911 Calls,36.052183,-86.740923,WIRELESS CALLER,POINT (-86.740923 36.052183),49,37211,NASHVILLE
1456,2020-05-03 22:39:00,911 Calls,36.048889,-86.722212,WIRELESS CALLER,POINT (-86.722212 36.048889),49,37211,NASHVILLE
1458,2020-05-03 22:41:00,911 Calls,36.081988,-86.716418,WIRELESS CALLER,POINT (-86.716418 36.081988),49,37211,NASHVILLE
1459,2020-05-03 22:41:00,911 Calls,36.048943,-86.722794,5646 AMALIE DR - SE,POINT (-86.72279399999999 36.048943),49,37211,NASHVILLE
1465,2020-05-03 22:47:00,911 Calls,36.08749,-86.69388599999999,312 HARDING PLACE - N SECTOR,POINT (-86.69388599999999 36.08749),49,37211,NASHVILLE
1467,2020-05-03 22:47:00,911 Calls,36.048286,-86.73700000000001,5244-C EDMONSON PIKE - SECTOR SE,POINT (-86.73700000000001 36.048286),49,37211,NASHVILLE
1477,2020-05-03 22:56:00,911 Calls,36.081848,-86.71674,WIRELESS CALLER,POINT (-86.71674 36.081848),49,37211,NASHVILLE
1489,2020-05-03 23:05:00,911 Calls,36.024190999999995,-86.712384,6329A NOLENSVILLE RD - N,POINT (-86.712384 36.02419099999999),49,37211,NASHVILLE
1496,2020-05-03 23:12:00,911 Calls,36.045392,-86.71210500000001,565 Benzing RD - Sector SW,POINT (-86.71210500000001 36.045392),49,37211,NASHVILLE
1497,2020-05-03 23:13:00,911 Calls,36.096182,-86.72322,WIRELESS CALLER,POINT (-86.72322 36.096182),49,37211,NASHVILLE
1502,2020-05-03 23:20:00,911 Calls,36.044608000000004,-86.728477,WIRELESS CALLER,POINT (-86.728477 36.044608),49,37211,NASHVILLE
1510,2020-05-03 23:31:00,911 Calls,36.015102,-86.707581,6329A NOLENSVILLE RD - N,POINT (-86.707581 36.015102),49,37211,NASHVILLE
1512,2020-05-03 23:36:00,911 Calls,36.088276,-86.694405,1267 ANTIOCH PIKE - SE,POINT (-86.694405 36.088276),49,37211,NASHVILLE
1514,2020-05-03 23:38:00,911 Calls,36.095894,-86.722939,304 C WALLACE RD - N Sector,POINT (-86.722939 36.095894),49,37211,NASHVILLE
1516,2020-05-03 23:39:00,911 Calls,36.09616,-86.723242,WIRELESS CALLER,POINT (-86.723242 36.09616),49,37211,NASHVILLE
1536,2020-05-04 00:09:00,911 Calls,36.057342999999996,-86.740601,5244-C EDMONSON PIKE - SECTOR SE,POINT (-86.740601 36.057343),49,37211,NASHVILLE
1539,2020-05-04 00:10:00,911 Calls,36.042336,-86.743408,302 SUMMIT VIEW DR - E,POINT (-86.743408 36.042336),49,37211,NASHVILLE
1541,2020-05-04 00:15:00,911 Calls,36.048041999999995,-86.706591,565 Benzing RD - Sector NW,POINT (-86.706591 36.048042),49,37211,NASHVILLE
1545,2020-05-04 00:22:00,911 Calls,36.042237,-86.74345500000001,5244-C EDMONSON PIKE - SECTOR SE,POINT (-86.74345500000001 36.042237),49,37211,NASHVILLE
31,2020-05-03 16:36:00,911 Calls,36.12103,-86.742961,2843F LOGAN ST - N,POINT (-86.74296099999999 36.12103),47,37210,NASHVILLE
65,2020-05-03 16:43:00,911 Calls,36.120826,-86.732597,2620 Glenrose AV - NW Sector,POINT (-86.732597 36.120826),47,37210,NASHVILLE
75,2020-05-03 16:45:00,911 Calls,36.145202000000005,-86.761587,WIRELESS CALLER,POINT (-86.76158700000001 36.145202),47,37210,NASHVILLE
